lat,lon,alt
55.475538,10.325685499999999,50.0
55.475582799999984,10.325691299999997,50.0
55.47558549999998,10.325692199999999,50.0
55.475588099999996,10.3256952,50.0
55.4755883,10.3256975,50.0
55.47558769999999,10.325700399999999,50.0
55.4755842,10.325709,50.0
55.4755772,10.3257216,50.0
55.475566500000006,10.3257389,50.0
55.47549749999999,10.325841799999997,50.0
55.4754173,10.325956999999999,50.0
55.47535409999998,10.3260439,50.0
55.4753019,10.3261137,50.0
55.47527759999999,10.326145299999999,50.0
55.475257,10.3261705,50.0
55.4752393,10.3261902,50.0
55.47522449999999,10.326203999999999,50.0
55.47521779999999,10.326209,50.0
55.475211300000005,10.326212600000002,50.0
55.47520499999999,10.326214599999998,50.0
55.47519869999999,10.326215099999997,50.0
55.47519239999999,10.3262138,50.0
55.4751859,10.326210699999999,50.0
55.47517929999999,10.3262064,50.0
55.47516649999999,10.326194999999998,50.0
55.47513649999999,10.326160599999998,50.0
55.47513059999999,10.326154599999999,50.0
55.475118699999996,10.3261448,50.0
55.47511279999999,10.3261408,50.0
55.475100199999986,10.3261348,50.0
55.4750875,10.3261311,50.0
55.47507489999999,10.326129099999998,50.0
55.47504949999999,10.326128599999997,50.0
55.475009500000006,10.326130899999999,50.0
55.47496609999999,10.3261355,50.0
55.474938899999984,10.3261361,50.0
55.4749376,10.3261375,50.0
55.47493809999999,10.3261374,50.0
55.474937999999995,10.3261384,50.0
55.47493529999999,10.3261437,50.0
55.47491420000001,10.326176199999999,50.0
55.4749115,10.3261819,50.0
55.474911999999996,10.326183799999999,50.0
55.47491059999999,10.326182799999998,50.0
55.47491159999999,10.326181799999999,50.0
55.47491219999999,10.326179699999999,50.0
55.474912999999994,10.326179599999998,50.0
